Shipment Date,Matching Fields,Consignee,Consignee Full Address,Consignee Email 1,Consignee Phone 1,Consignee Website 1,Consignee Profile,Consignee Trade Roles,Shipper,Shipper Full Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,Shipper Trade Roles,Notify Party,HS Code,Goods Shipped,Volume (TEU),Gross Weight (kg)
2017-11-11,Goods Shipped: 1 Pallets Wooden Slac 15 Bags Fep 9302 Bag,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39040000,1 PALLETS WOODEN SLAC 15 BAGS FEP 9302 BAG,0.03,379.0
2017-09-21,Goods Shipped: 1 Pallets Wooden Slac 19 Bags Fep 9302,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39040000,1 PALLETS WOODEN SLAC 19 BAGS FEP 9302,0.04,480.0
2017-09-14,Goods Shipped: 1 Pallets Wooden Slac 6 Bags Fep 9302 X 25,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39046990,1 PALLETS WOODEN SLAC 6 BAGS FEP 9302 X 25,0.01,151.0
2017-08-17,Goods Shipped: 13 Bags Fep 9302,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39046900,13 BAGS FEP 9302,0.03,328.0
2017-07-13,Goods Shipped: 1 Pallets Wooden Slac 13 Bags Fep 9302,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39040000,1 PALLETS WOODEN SLAC 13 BAGS FEP 9302,0.03,328.0
2017-07-07,Goods Shipped: 1 Pallets Slac 22 Bags Fep 9302,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39040000,1 PALLETS SLAC 22 BAGS FEP 9302,0.05,556.0
2017-07-03,"Goods Shipped: ...B   80 + Pe Liner , Size 59 X 59 X 80 Cm. Po. 9302 Type B   90 + Pe Liner , Size 59 X 59 X 90 Cm.",Hoganas Brasil Ltda,"Rodovia Br-101, Km 852 - Carapina Grande, Serra - ES, 29160-000, Brazil",,,,https://panjiva.com/Hoganas-Brasil-Ltda/36042600,Manufacturer,"Siam Flex Pack Co., Ltd.",Thailand,,,,https://panjiva.com/Siam-Flex-Pack-Co-Ltd/44918415,"",EXIMBIZ COMERCIO INTERNACIONAL SA,63053200,"40 PALLET WOVEN POLYPROPYLENE JUMBO BAGS TYPE B - 80 + PE LINER , SIZE 59 X 59 X 80 CM. PO. 9302 TYPE B - 90 + PE LINER , SIZE 59 X 59 X 90 CM.",2.0,14760.0
2017-06-25,HS Code (4-digit): 9302,Msl Corporate,"Edifício Mercosul - R. da Consolação, 382 - 1 ANDAR - Consolação, São Paulo - SP, 01302-908, Brazil",,,,https://panjiva.com/Msl-Corporate/36032524,"",Central Shipping Agency Sp A,"Via Guicciardini, 24O, 70014 Conversano Bari, Italy",,,,https://panjiva.com/Central-Shipping-Agency-SpA/35927419,Logistics,MSL CORPORATE,93020000,1 WOODEN PALLET EVERY CONTROL-SONDA DE TEMPERATURA,0.09,421.0
2017-05-11,Goods Shipped: 21 Bags Fep 9302 Lb Bag,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39046900,21 BAGS FEP 9302 LB BAG,0.04,531.0
2017-04-24,Goods Shipped: 22 Bag 1 Pallet Fep 9302,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND E COM DE PRODUTOS QUIMICOS LTDA,39046900,22 BAG 1 PALLET FEP 9302,0.1,556.0
2017-04-21,HS Code (4-digit): 9302,Whirlpool Sa,"Av. das Nações Unidas, São Paulo - SP, 04578-000, Brazil",cavallari@multibras.com.br,+55 11 3566 1120,,https://panjiva.com/Whirlpool-SA/35447992,"",Shipco Transport,Malaysia,,,,https://panjiva.com/Shipco-Transport/36046083,Logistics,ALLINK TRANSPORTES INTERNACIONAIS LTDA,93020000,"3 PIECES PALLETS SLAC REFRIGERATOR THERMOSTATS,",0.17,922.0
2017-03-09,Goods Shipped: 1 Pallets Wooden Slac 7 Bags Fep 9302 X 25,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,,,https://panjiva.com/Vanguard-Logistics/87842330,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39046900,1 PALLETS WOODEN SLAC 7 BAGS FEP 9302 X 25,0.01,177.0
2017-02-16,Goods Shipped: 1 Pallets Wooden Slac 12 Bags Fep 9302,Vanguard Logistics Services Do Brasil Ltda,AV SENADOR FEIJO 14 ANDAR 5 CONJ 51 CENTRO - SANTOS - SP - 11015500,,,,https://panjiva.com/Vanguard-Logistics-Services-Do-Brasil-Ltda/42209098,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS SERVICES DO BRASIL LTDA,39046900,1 PALLETS WOODEN SLAC 12 BAGS FEP 9302,0.03,303.0
2017-02-14,HS Code (4-digit): 9302,Setbus Solucoes Automotivas Ltda,"R. Irmão Gildo Schiavo, 32 - São Cristovao, Caxias do Sul - RS, 95058-510, Brazil",,,,https://panjiva.com/Setbus-Solucoes-Automotivas-Ltda/30491534,Manufacturer,Shipco Transport,Malaysia,,,,https://panjiva.com/Shipco-Transport/36046083,Logistics,ALLINK TRANSPORTES INTERNACIONAIS LTDA,93020000,1 PIECES PALLET SLAC 35 CARTONS (1750 PIECES) 77.5 ELECTRICAL PARTS PRESSURE SWITCH,0.01,80.0
2016-12-29,Goods Shipped: 1 Pallets Wooden Slac 20 Bags Fep 9302 X 25,Vanguard Logistics Services Do Brasil Ltda,AV SENADOR FEIJO 14 ANDAR 5 CONJ 51 CENTRO - SANTOS - SP - 11015500,,,,https://panjiva.com/Vanguard-Logistics-Services-Do-Brasil-Ltda/42209098,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS SERVICES DO BRASIL LTDA,39040000,1 PALLETS WOODEN SLAC 20 BAGS FEP 9302 X 25,0.04,506.0
2016-12-08,Goods Shipped: 1 Pallets Wooden Slac 2 Bags Fep 9302,Vanguard Logistics Services Do Brasil Ltda,AV SENADOR FEIJO 14 ANDAR 5 CONJ 51 CENTRO - SANTOS - SP - 11015500,,,,https://panjiva.com/Vanguard-Logistics-Services-Do-Brasil-Ltda/42209098,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS SERVICES DO BRASIL LTDA,39040000,1 PALLETS WOODEN SLAC 2 BAGS FEP 9302,0.04,354.0
2016-12-08,Goods Shipped: 1 Pallets Wooden Slac 2 Bags Fep 9302 Fep 9302,Vanguard Logistics Services Do Brasil Ltda,AV SENADOR FEIJO 14 ANDAR 5 CONJ 51 CENTRO - SANTOS - SP - 11015500,,,,https://panjiva.com/Vanguard-Logistics-Services-Do-Brasil-Ltda/42209098,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS SERVICES DO BRASIL LTDA,39040000,1 PALLETS WOODEN SLAC 2 BAGS FEP 9302 FEP 9302,0.05,455.0
2016-09-01,Goods Shipped: ...Fluoroplastic Resin 807 N X 50 Kg/110.132 Lb 2 Pallets 33 Bags Fep 9302 X 25 Kg/55.0:66 Lb Bag 25 Kg Bag 13...,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,+55 13 3234 3898,,https://panjiva.com/Vanguard-Logistics/36197506,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,00330000,53 PACKAGES STC 1 PALLETS 12 BOXES PTFE-FLUOROPLASTIC RESIN 807N X 50KG/110.132LB 2 PALLETS 33 BAGS FEP 9302 X 25 KG/55.0:66 LB BAG 25 KG BAG 13 PALLETS 110 BOXES PTFE-FLUOROPLASTIC RESIN 805 X 50KG/110.132LB BOX 1 PALLETS 1 BOX MP 1600 2:5 KG/55.066 LB BOX 25 KG BOX 1 PALLETS 16 BOXES TYVEK(R) SOLAR(TM) 6 PALLETS LAMPHOLDER & PARTS 2 CASE CAP 1 BOX NEEDLE BEARING 1:PALLETS SLAC CONVENTEC 2 PALLETS SOFSTARTER CONTAC:TOR,2.0,24479.0
2016-07-21,Goods Shipped: 4 Pallets Ptfe Fluoro Plastic Dispersion30 1000 L/264.2 Gal 11 Bg 1 Pallet Fep 9302 Bag 25 Kg Bag,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND E COM DE PRODUTOS QUIMICOS LTDA,39046100,4 PALLETS PTFE-FLUORO PLASTIC DISPERSION30 1000L/264.2 GAL 11 BG 1 PALLET FEP 9302 BAG 25 KG BAG,1.0,5318.0
2016-06-05,HS Code (4-digit): 9302,Kuehne & Nagel,"Av. das Nações Unidas, 13797 - Alto de Pinheiros, São Paulo - SP, 04794-000, Brazil",,,,https://panjiva.com/Kuehne-Nagel/30813344,Logistics,Kuehne & Nagel,"Ranero Auzoa, 22A, 48891 Karrantza Harana, Biscay, Spain",,,,https://panjiva.com/Kuehne-Nagel/44904583,"Manufacturer, Logistics",KUEHNE & NAGEL,93020000,3 PLTS BUTT HINGE,0.21,2477.0
2016-05-26,Goods Shipped: ...Poliamide 12 1 Paleta Vestamid Terra Hs2211 Pt 1 Paleta Vestamid Dx 9302 Pt   Polyamide 6.12 1 Paleta Vestamid Sx8002 Nf   Copolimer Of Lauril...,Evonik Degussa Brasil Ltda,"Av. Justino de Maio, 365 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07222-000, Brazil",,+55 11 6413 1408,,https://panjiva.com/Evonik-Degussa-Brasil-Ltda/29340224,"",Evonik Degussa Industries,"Kirschenallee, 64293 Darmstadt, Germany",,+49 496 1511801,,https://panjiva.com/Evonik-Degussa-Industries/36709156,"",EVONIK DEGUSSA BRASIL LTDA,39080000,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 16 PALETAS 2 PALETAS VESTAMID L1700 NATURAL - 25/1000 3 PALETAS VESTAMID L1833 BLACK - POLIAMIDE 12 1 PALETA VESTAMID L1930 SW 9.7506 - POLIAMIDE 12 2 PALETAS VESTAMID L1930 SW9.7503 - POLIAMIDE 12 1 PALETA VESTAMID L2140 NF - POLIAMIDE 12 4 PALETAS VESTAMID L2140 SW - POLIAMIDE 12 1 PALETA VESTAMID TERRA HS2211 PT 1 PALETA VESTAMID DX 9302 PT - POLYAMIDE 6.12 1 PALETA VESTAMID SX8002 NF - COPOLIMER OF LAURIL LACTAM",2.0,15220.0
2016-05-19,Goods Shipped: ...1 Pallet Fep 100 X Fluoroplastic Resin25 Kg Bag 1 Pallet Fep 9302 X 25 Kg/55.066 Lb Bag 25 Kg Bag 6 Pallets...,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND E COM DE PRODUTOS QUIMICOS LTDA,39040000,19 PALLETS PTFE-FLUOROPLASTIC RESIN 669N  X 25 KG 1 PALLET FEP 100  X FLUOROPLASTIC RESIN25 KG BAG 1 PALLET FEP 9302  X 25 KG/55.066 LB BAG 25 KG BAG  6 PALLETS PTFE-FLUOROPLASTIC DISPERSION40 1200KG 1000L/264.2 GAL,2.0,14548.0
2016-03-10,Goods Shipped: ...Cj 99 Xfluoroplastic Resin 25 Kg Drum 28 Bg 1 Pallet Fep 9302 X 25 Kg/55.066 Lb Bag 25 Kg 5 Wa 5...,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND E COM DE PRODUTOS QUIMICOS LTDA,39046900,24 BG 1 PALLET FEP CJ 99  XFLUOROPLASTIC RESIN 25 KG DRUM 28 BG 1 PALLET FEP 9302  X 25 KG/55.066 LB BAG 25 KG  5 WA 5 PALLETS PTFE-FLUOROPLASTIC DISPERSION40 1200KG 1000L/264.2 GAL,1.0,7616.0
2016-02-11,Goods Shipped: 1 Pallets Wooden Slac 20 Bags Fep 9302 X 25 Lb Bag,Vanguard Logistics,"Av. Senador Feijó, 14 - Centro, Santos - SP, 11015-500, Brazil",,+55 13 3234 3898,,https://panjiva.com/Vanguard-Logistics/36197506,Logistics,Vanguard Logistics,Hungary,,,,https://panjiva.com/Vanguard-Logistics/38984874,Logistics,VANGUARD LOGISTICS,39040000,1 PALLETS WOODEN SLAC 20 BAGS FEP 9302  X 25 LB BAG,0.04,506.0
2015-09-14,Goods Shipped: 1 X20´Gp Container 86 Packages 20 Packages Fep 9302 5 Pieces Ptfe Fluoroplastic Dispersion 33 61 Packages Fep Cj 99 X Fluoroplastic Resin,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND E COM DE PRODUTOS QUIMICOS LTDA,39040000,1X20´GP CONTAINER 86 PACKAGES 20 PACKAGES FEP 9302  5 PIECES PTFE-FLUOROPLASTIC DISPERSION 33 61 PACKAGES FEP CJ 99 X FLUOROPLASTIC RESIN,1.0,8349.0
2015-07-06,Goods Shipped: ...1 Pallet Ptfe Fluoroplastic Resin 807 N X 50 Kg/110.13:2 Lb 1 Pallet Fep 9302 X 25 Kg/55.066 Lb Bag 25 Kg Bag,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND E COM DE PRODUTOS QUIMICOS LTDA,39040000,1 PALLET PTFE-FLUOROPLASTIC RESIN 805 X 50KG/110.13:2LB BOX 1 PALLET PTFE-FLUOROPLASTIC RESIN 807N X 50KG/110.13:2LB 1 PALLET FEP 9302 X 25 KG/55.066 LB BAG 25 KG BAG,1.0,1131.0
2015-06-23,Goods Shipped: 1 Pallet Fep 9302 X 25 Kg/55.066 Lb Bag 25 Kg Bag 19 Pallets Ptfe Fluoroplastic Resin 669 N X 25 Kg Dr:Um,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND E COM DE PRODUTOS QUIMICOS LTDA,39040000,1 PALLET FEP 9302 X 25 KG/55.066 LB BAG 25 KG BAG 19 PALLETS PTFE-FLUOROPLASTIC RESIN 669N X 25 KG DR:UM,1.0,6506.0
2015-05-18,Goods Shipped: ...Ptfe Fluoroplastic Dispersion 40 1200 Kg 10:00 L/264.2 Gal Container 1 Pallet Fep 9302 X 25 Kg/55.066 Lb Bag 25 Kg Bag,The Chemours Co Ind E Com De Produtos Quimicos Ltda,"Estrada Mun., 1156 - BLOCO C SALA 1 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07142-360, Brazil",,,,https://panjiva.com/The-Chemours-Co-Ind-E-Com-De-Produtos-Quimicos-Ltda/36198428,Manufacturer,Chemours Netherlands Bv,"Baanhoekweg 22, 3313 LA Dordrecht, Netherlands",,,,https://panjiva.com/Chemours-Netherlands-BV/34951629,"",THE CHEMOURS CO IND E COM DE PRODUTOS QUIMICOS LTDA,39040000,6 PALLETS PTFE-FLUOROPLASTIC DISPERSION 40 1200KG 10:00L/264.2 GAL CONTAINER 1 PALLET FEP 9302 X 25 KG/55.066 LB BAG 25 KG BAG,1.0,8622.0
2015-03-07,HS Code (4-digit): 9302,Forjas Taurus Sa,"Avenida do Forte, 511 - Vila Ipiranga, Porto Alegre - RS, 91360-001, Brazil",,+55 51 3021 3000,,https://panjiva.com/Forjas-Taurus-SA/4882132,Manufacturer,Amazon Freight Forwarders,"R. Dr. Freire Alemão, 765 - Mont'Serrat, Porto Alegre - RS, 90450-060, Brazil",,+55 51 3315 6677,,https://panjiva.com/Amazon-Freight-Forwarders/36039243,Logistics,FORJAS TAURUS SA,93020000,02 X20ST CONTAINER CONTAINING:84 BOXES CONTAINING PISTOLS R.E. 14/1733263-001,1.0,4906.0
2015-02-16,Goods Shipped: 1 Vehicle Vin?: W0 L0 Bby69 Gpp305 Ex Invoice Number?: Pt 9302/14,General Motors Do Brasil Ltda,"Av. Goiás, 1805 - Santo Antônio, São Caetano do Sul - SP, 09550-050, Brazil",,,,https://panjiva.com/General-Motors-Do-Brasil-Ltda/87841916,Wholesale,Adam Opel Ag,"Bochum, Germany",,,,https://panjiva.com/Adam-Opel-AG/5456197,Manufacturer,ALL CONTINENTS LOGISTICA INTERNACIONAL LTDA,87032210,1 VEHICLE VIN?: W0L0BBY69GPP305EX INVOICE NUMBER?: PT 9302/14,1.0,1940.0
2014-12-08,Goods Shipped: 1 Pallet Fep 9302 X 25 Kg/55.066 Lb Bag 25 Kg Bag: Net Weight ?:1000.0000 Kg Ncm Number?: 3904 8 Pallets Ptfe...,Dupont Do Brasil S.A.,"Av. Fernando Cerqueira César Coimbra, 1000 - Alphaville Empresarial, Barueri - SP, 06465-090, Brazil",,+55 11 3246 3393,dupont.com.br,https://panjiva.com/Dupont-Do-Brasil-S-A/24870619,Manufacturer,Dupont,"974 Centre Rd, Wilmington, DE 19805, USA",,+1 302 485 3000,,https://panjiva.com/Dupont/20829588,"",DU PONT DO BRASIL SA,39040000,1 PALLET FEP 9302 X 25 KG/55.066 LB BAG 25 KG BAG: NET WEIGHT ?:1000.0000 KG NCM NUMBER?: 3904 8 PALLETS PTFE-FLUOROPLASTIC DISPERSION 40 1200KG 10:00L/264.2 GAL CONTAINER NET WEIGHT ?:9600.0000 KG,1.0,11092.0
2014-11-27,HS Code (4-digit): 9302,Glock Do Brasil Sa,"Condomínio Ed Palma de Ouro - Alameda Lorena, 965 - Jardim Paulista, São Paulo - SP, 01424-902, Brazil",,,,https://panjiva.com/Glock-Do-Brasil-SA/36018823,"",Glockengiesserwall,Germany,,,,https://panjiva.com/Glockengiesserwall/36081320,"",GLOCK DO BRASIL SA,93020000,600 PACKAGE PISTOLS HS CODE: 93020000,2.0,8773.0
2014-11-26,Goods Shipped: ...Wooden Stc 4 Drums Ptfe Fluoroplastic Resin 669 N X25 Kg Drum 1 Pallet Wooden Stc 12 Bags Fep 9302 X 25 Kg/55.066 Lb Bag,Craft Multimodal,"Av. das Nações Unidas, 12551 - 24 ANDAR CJ 2402 - Cidade Monções, São Paulo - SP, 04578-000, Brazil",,,,https://panjiva.com/Craft-Multimodal/39583993,Logistics,Seacon Division Of Carga Nv,Netherlands,,,,https://panjiva.com/Seacon-Division-Of-Carga-NV/36064015,"",CRAFT MULTIMODAL,39040000,2 PALLET(S) - 1 PALLET WOODEN STC 4 DRUMS PTFE-FLUOROPLASTIC RESIN 669N X25 KG DRUM  1 PALLET WOODEN STC 12 BAGS FEP 9302 X 25KG/55.066 LB BAG,0.06,416.0
2014-11-24,Goods Shipped: 2016 Ea Liquid Crystal Module Nc320 Dxn Vsbp2 Invoice No.?: Noesaz140:9302 Ncm No.?: 8529.90.20,Pantos Logistics,"Avenida Paulista, 777 - Bela Vista, São Paulo - SP, 01311-100, Brazil",,,,https://panjiva.com/Pantos-Logistics/39583098,Logistics,Panton Ltda,Netherlands,,,,https://panjiva.com/Panton-Ltda/36049119,"",PANTOS LOGISTICS,85299020,2016 EA LIQUID CRYSTAL MODULE NC320DXN-VSBP2 INVOICE NO.?: NOESAZ140:9302 NCM NO.?: 8529.90.20,2.0,9436.0
2014-11-13,"Goods Shipped: ...Oil Burner With Accessories Ncm: 8416, 7304, 4823, 8544, 7307, 8545, 8545, 9302, 7304, 8544, 8414, 7318, 8483, 4016, 8481, 8501, 9032, 8505, 8421 9013...",Clipper Transportes Internacionais Ltda,"Av. São Francisco, 65 - Centro, Santos - SP, 11013-201, Brazil",,+55 13 3219 5980,,https://panjiva.com/Clipper-Transportes-Internacionais-Ltda/36018356,Logistics,Arrow Maritime Agency Gmb H,Belgium,,,,https://panjiva.com/Arrow-Maritime-Agency-GmbH/36063970,"",CLIPPER TRANSPORTES INTERNACIONAIS LTDA,00330000,"ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 5 WOODEN PALLET AUTOMOTIVE SPARE PARTS AS PER COMM. INVOICE 92759423 153871, 153872, 153873, 153874, 153875, 153876, 153877, 153878, 153879 7 WOODEN CASES GAS-/ OIL BURNER WITH ACCESSORIES NCM: 8416, 7304, 4823, 8544, 7307, 8545, 8545, 9302, 7304, 8544, 8414, 7318, 8483, 4016, 8481, 8501, 9032, 8505, 8421 9013, 9026, 9032 7312, 7325, 7307, 3926, 7320, 4016, 3926, 7318 3926, 7318",0.85,3943.0
2014-11-12,Goods Shipped: 2 Pallets Fep 9302 X 25 Kg/55.066 Lb Bag 25 Kg Bag 2 Pallets Ptfe Fluoroplastic Dispersion 33 2 Pallets Ptfe Fluoroplastic Dispersion...,Du Pont Do Brasil S A,"Rod. Pres. Dutra, Barra Mansa - RJ, Brazil",,,,https://panjiva.com/Du-Pont-Do-Brasil-S-A/87842009,Manufacturer,Dupont,"974 Centre Rd, Wilmington, DE 19805, USA",,+1 302 485 3000,,https://panjiva.com/Dupont/20829588,"",DU PONT DO BRASIL SA,39040000,2 PALLETS FEP 9302 X 25 KG/55.066 LB BAG 25 KG BAG 2 PALLETS PTFE-FLUOROPLASTIC DISPERSION 33 2 PALLETS PTFE-FLUOROPLASTIC DISPERSION 40,1.0,6279.0
2014-10-06,Goods Shipped: 1 Pallet Fep 9302 X 25 Kg/55.066 Lb Bag 25 Kg Bag 8 Pallets Ptfe Fluoroplastic Dispersion 33,Du Pont Do Brasil S A,"Rod. Pres. Dutra, Barra Mansa - RJ, Brazil",,,,https://panjiva.com/Du-Pont-Do-Brasil-S-A/87842009,Manufacturer,Dupont,"974 Centre Rd, Wilmington, DE 19805, USA",,+1 302 485 3000,,https://panjiva.com/Dupont/20829588,"",DU PONT DO BRASIL SA,39046110,1 PALLET FEP 9302 X 25 KG/55.066 LB BAG 25 KG BAG 8 PALLETS PTFE-FLUOROPLASTIC DISPERSION 33,1.0,10408.0
2014-09-12,HS Code (4-digit): 9302,Faurecia Sistemas De Escapamento Do Brasil Ltda,"Av. Nossa Sra. do Bom Sucesso, 3344 - Lot. Alfredo Abilio Flores, Pindamonhangaba - SP, 12421-010, Brazil",,,,https://panjiva.com/Faurecia-Sistemas-De-Escapamento-Do-Brasil-Ltda/36023972,Manufacturer,Dhl Danzas Air & Ocean,Slovakia,,,,https://panjiva.com/Dhl-Danzas-Air-Ocean/44915044,Logistics,DHL DANZAS AIR & OCEAN,93020000,3 PALLET BOX PLASTIC RAW MATERIAL,0.02,178.0
2014-08-27,Goods Shipped: ...Dispersion 40 1 Pallet Fep 100 X Fluoroplastic Resin 1 Pallet Fep 9302 X 25 Kg/55.066 Lb Bag 2 Pallets Ptfe Fluoroplastic Resin...,Du Pont Do Brasil S A,"Rod. Pres. Dutra, Barra Mansa - RJ, Brazil",,,,https://panjiva.com/Du-Pont-Do-Brasil-S-A/87842009,Manufacturer,Dupont,"974 Centre Rd, Wilmington, DE 19805, USA",,+1 302 485 3000,,https://panjiva.com/Dupont/20829588,"",DU PONT DO BRASIL SA,39046110,4 PALLETS PTFE-FLUOROPLASTIC DISPERSION 33 2 PALLETS PTFE-FLUOROPLASTIC DISPERSION 40 1 PALLET FEP 100 X FLUOROPLASTIC RESIN 1 PALLET FEP 9302 X 25 KG/55.066 LB BAG 2 PALLETS PTFE-FLUOROPLASTIC RESIN 805 X 50KG/110.1:32LB BOX 1 PALLET MP 1600 25 KG/55.066,1.0,10120.0
