Shipment Date,Matching Fields,Consignee,Consignee Full Address,Consignee Email 1,Consignee Phone 1,Consignee Website 1,Consignee Profile,Consignee Trade Roles,Shipper,Shipper Full Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,Shipper Trade Roles,Notify Party,HS Code,Goods Shipped,Volume (TEU),Gross Weight (kg)
2020-09-07,HS Code (4-digit): 9305,Carpo Logistics Ltda Epp,"R. Conselheiro João Alfredo, 193 - Macuco, Santos - SP, 11015-220, Brazil",,,,https://panjiva.com/Carpo-Logistics-Ltda-Epp/42209234,Logistics,Cns Intertrans Co.,China,,,,https://panjiva.com/Cns-Intertrans-Co/87844078,"",CARPO LOGISTICS LTDA EPP,93050000,1 X 20 CONTAINERS CONTAINING 54 CARTONS OF STOCKS,1.0,1098.0
2020-08-28,HS Code (4-digit): 9305,Blu Logistics Brasil Transportes Internacionais Ltda,"Rua Galeazzo Alessi, 223 - Vila Monte Alegre, São Paulo - SP, 04305-050, Brazil",,,,https://panjiva.com/Blu-Logistics-Brasil-Transportes-Internacionais-Ltda/73282164,Logistics,Blu Logistics,China,,,,https://panjiva.com/Blu-Logistics/87845197,Logistics,BLU LOGISTICS BRASIL TRANSPORTES INTERNACIONAIS LTDA,93050000,1 X 20 CONTAINERS CONTAINING 1 PACKAGES OF TRAVA DO ACION DO PERC GATILHO RETENTOR CARREGADOR REAR SIGHT SPRING COVER SAFETY DISC SPRING COVER CARTRIDGE GUIDE RIGHT,1.0,232.0
2020-08-22,HS Code (4-digit): 9305,Carpo Logistics Ltda Epp,"R. Conselheiro João Alfredo, 193 - Macuco, Santos - SP, 11015-220, Brazil",,,,https://panjiva.com/Carpo-Logistics-Ltda-Epp/42209234,Logistics,Cns Intertrans Co.,China,,,,https://panjiva.com/Cns-Intertrans-Co/87844078,"",CARPO LOGISTICS LTDA EPP,93050000,1 X 20 CONTAINERS CONTAINING 104 CARTONS OF STOCKS,1.0,1790.0
2020-07-27,HS Code (4-digit): 9305,Ctl Logistics Do Brasil Ltda,"Av. Jabaquara, 2229 - CONJ 91 E 92 - Mirandópolis, São Paulo - SP, 04045-003, Brazil",,,,https://panjiva.com/Ctl-Logistics-Do-Brasil-Ltda/66600863,Logistics,Charter Link Logistics Ltd.,Hong Kong,,,,https://panjiva.com/Charter-Link-Logistics-Ltd/87845524,"Manufacturer, Logistics",CTL LOGISTICS DO BRASIL LTDA,93059900,101 PACK OF TOYS PARTS,0.26,1528.0
2020-07-20,HS Code (4-digit): 9305,Samba Logistica & Transportes Internacionais Ltda,"R. Manoel Viêira Garção, 120 - 1002 - Centro, Itajaí - SC, 88301-425, Brazil",,,,https://panjiva.com/Samba-Logistica-Transportes-Internacionais-Ltda/72851337,Logistics,"Owners Logistics Co., Ltd.",China,,,,https://panjiva.com/Owners-Logistics-Co-Ltd/87843122,Logistics,SAMBA LOGISTICA & TRANSPORTES INTERNACIONAIS LTDA,93050000,1 X 20 CONTAINERS CONTAINING 88 CARTONS OF STOCKS,1.0,1421.0
2019-08-04,HS Code (4-digit): 9305,Comando Do Exercito,"Av. Brasil, 25540 - Vila Militar, Rio de Janeiro - RJ, 21615-335, Brazil",,+55 61 3317 3051,,https://panjiva.com/Comando-Do-Exercito/36037225,"",Saab Dynamics Ab,"Bröderna Ugglas gata, Linköping, Sweden",,,,https://panjiva.com/Saab-Dynamics-Ab/30466578,"",COMANDO DO EXERCITO,93059100,"1 X 40 CONTAINERS CONTAINING 53 PALLET OF RBS 70 SIGHTS, STANDS COMPONENTS AND EQUIPMENT",1.83,5964.0
2019-02-03,HS Code (4-digit): 9305,Head Sul Ltda,"R. Pedro Ferreira, 155 - SALA 1802 A - Centro, Itajaí - SC, 88301-030, Brazil",,+55 47 3045 3840,,https://panjiva.com/Head-Sul-Ltda/36031611,"",Dietrich Exccel Logistics Group,Colombia,,,,https://panjiva.com/Dietrich-Exccel-Logistics-Group/36073270,Logistics,HEAD SUL LTDA,93050000,SEMI AUTO SHOTGUN,1.0,2166.0
2018-12-24,HS Code (4-digit): 9305,Craft Multimodal Ltda,"Av. das Nações Unidas, 12551 - 24 ANDAR CJ 2402 - Cidade Monções, São Paulo - SP, 04578-000, Brazil",,,,https://panjiva.com/Craft-Multimodal-Ltda/38528680,Logistics,Globelink International Forwarders,Thailand,,,,https://panjiva.com/Globelink-International-Forwarders/36043333,Logistics,CRAFT MULTIMODAL,93052000,2 PACKAGE ALAVANCA DO FECHO ARMADILHA SOBREPOSTA MONOGATILHO ARMADILHA SOBREPOSTA MONOGATILHO MARTELOS GATILHO EXTERNO,0.12,1397.0
2018-11-05,HS Code (4-digit): 9305,Comando Do Exercito,"Av. Brasil, 25540 - Vila Militar, Rio de Janeiro - RJ, 21615-335, Brazil",,+55 61 3317 3051,,https://panjiva.com/Comando-Do-Exercito/36037225,"",Saab Ab,Sweden,,,,https://panjiva.com/Saab-Ab/62068645,"",COMANDO DO EXERCITO,93059100,"04 ONE 40´ X 8´ X 9´6"" HIGH CUBE SLAC 2 BOX, PLYWOOD UN3090 55 PALLETS RBS 70 COMPONENTS AND EQUIPMENT 3 BOX, PLYWOOD INERT MILITARY COMPONENTS 40 PALLETS RBS 70 COMPONENTS AND EQUIPMENT",4.0,13260.0
2018-10-03,HS Code (4-digit): 9305,Comando Do Exercito,"Av. Brasil, 25540 - Vila Militar, Rio de Janeiro - RJ, 21615-335, Brazil",,+55 61 3317 3051,,https://panjiva.com/Comando-Do-Exercito/36037225,"",Brazilian Army Commission,United States,,,,https://panjiva.com/Brazilian-Army-Commission/36073108,"",COMANDO DO EXERCITO,93059100,CARTED CANNON TUBES,0.0,6552000.0
2018-07-27,HS Code (4-digit): 9305,Msl Corporate,"Edifício Mercosul - R. da Consolação, 382 - 1 ANDAR - Consolação, São Paulo - SP, 01302-908, Brazil",,,,https://panjiva.com/Msl-Corporate/36032524,"","Fan Cheng International Transportation Services Co., Ltd.",China,,,,https://panjiva.com/Fan-Cheng-International-Transportation-Services-Co-Ltd/44924008,Logistics,MSL CORPORATE,93059900,"2PALLETS BARREL ASSEMBLY,CONJ DO CANO REAR SIGHT ASSEMBLY, CONJ ALCA DE MIRA",0.12,649.0
2018-04-04,"Goods Shipped: 9305 Packages 345 Piezas Llanta 175,65 R14 82 T Cooper Cs1 510 Piezas Llanta 175,70 R14 84 T Cooper Cs1 300 Piezas Llanta 185,65 R14 86 T Cooper...",Globalways Transportes Internacionais Ltda Epp,R RUA MANOEL DOS SANTOS CORREA 233 LOTE 10 PITANGUEIRAS - LAURO DE FREITAS - BA - 42700000,,,,https://panjiva.com/Globalways-Transportes-Internacionais-Ltda-Epp/42209846,Logistics,Real Shipping And Trade Sa De Cv,Mexico,,,,https://panjiva.com/Real-Shipping-And-Trade-SA-De-Cv/44913615,"Trading Company, Logistics",GLOBALWAYS TRANSPORTES INTERNACIONAIS LTDA EPP,40111000,"9305 PACKAGES 345 PIEZAS LLANTA 175,65R14 82T COOPER CS1 510 PIEZAS LLANTA 175,70R14 84T COOPER CS1 300 PIEZAS LLANTA 185,65R14 86T COOPER CS1 450 PIEZAS LLANTA 185,70R14 88T COOPER CS1 345 PIEZAS LLANTA 175,65R14 82T COOPER CS1 510 PIEZAS LLANTA 175,70R14 84T COOPER CS1 300 PIEZAS LLANTA 185,65R14 86T COOPER CS1 450 PIEZAS LLANTA 185,70R14 88T COOPER CS1 260 PIEZAS LLANTA 175,65R14 82T COOPER CS1 340 PIEZAS LLANTA 175,70R14 84T COOPER CS1 150 PIEZAS LLANTA 185,65R14 86T COOPER CS1 300 PIEZAS LLANTA 185,70R14 88T COOPER CS1 215 PIEZAS LLANTA 195,60R15 88T COOPER CS1 170 PIEZAS LLANTA 235,75R15 105T COOPER CS1 345 PIEZAS LLANTA 175,65R14 82T COOPER CS1 425 PIEZAS LLANTA 175,70R14 84T COOPER CS1 150 PIEZAS LLANTA 185,65R14 86T COOPER CS1 225 PIEZAS LLANTA 185,70R14 88T COOPER CS1 270 PIEZAS LLANTA 195,60R15 88T COOPER CS1 90 PIEZAS LLANTA 235,75R15 105T COOPER CS1 600 PIEZAS LLANTA 185,65R14 86T COOPER CS1 375 PIEZAS LLANTA 185,70R14 88T COOPER CS1 470 PIEZAS LLANTA 195,60R15 88T COOPER",12.0,70231.0
2018-01-29,HS Code (4-digit): 9305,Craft Multimodal Ltda,"Av. das Nações Unidas, 12551 - 24 ANDAR CJ 2402 - Cidade Monções, São Paulo - SP, 04578-000, Brazil",,,,https://panjiva.com/Craft-Multimodal-Ltda/38528680,Logistics,Carotrans International Inc.,"1309 Temple Grove Ct, Winter Park, FL 32789, USA",stephenr@carotrans.com,+1 281 591 1222,,https://panjiva.com/Carotrans-International-Inc/1392116,"",CRAFT MULTIMODAL,93050000,1   X20180108219448   1 PLASTIC SKID STC: SPORTING   GOODS AND ACCESSORIES,0.01,56.0
2017-12-06,HS Code (4-digit): 9305,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,"Oriental Logistic Co., Ltd.",Vietnam,,,,https://panjiva.com/Oriental-Logistic-Co-Ltd/34757673,Logistics,MULTIBRAX AGENCIAMENTO & TRANSPORTES INTERNACIONAIS LTD,93052000,1 PLASTIC PALLET GATILHO EXTERNO MARTELOS,0.08,837.0
2017-11-29,HS Code (4-digit): 9305,Msl Corporate,"Edifício Mercosul - R. da Consolação, 382 - 1 ANDAR - Consolação, São Paulo - SP, 01302-908, Brazil",,,,https://panjiva.com/Msl-Corporate/36032524,"","Fan Cheng International Transportation Services Co., Ltd.",China,,,,https://panjiva.com/Fan-Cheng-International-Transportation-Services-Co-Ltd/44924008,Logistics,MSL CORPORATE,93059900,1PALLET BARREL ASSEMBLY,0.03,400.0
2017-09-17,HS Code (4-digit): 9305,Craft Multimodal Ltda,"Av. das Nações Unidas, 12551 - 24 ANDAR CJ 2402 - Cidade Monções, São Paulo - SP, 04578-000, Brazil",,,,https://panjiva.com/Craft-Multimodal-Ltda/38528680,Logistics,Globelink International Forwarders,Thailand,,,,https://panjiva.com/Globelink-International-Forwarders/36043333,Logistics,CRAFT MULTIMODAL,93050000,33 CARTONS PRESSURE GUNS PARTS,0.01,450.0
2017-08-17,"Goods Shipped: ...Pu Slac 15 Paletas Vestamid X7393 Black 9.7507 25,1000 Pe Bag 2 Paletas Vestamid Dx 9305 Sw (Sac,25 Kg) Imp  Polyamide 6.12",Evonik Degussa Brasil Ltda,"Av. Justino de Maio, 365 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07222-000, Brazil",,+55 11 6413 1408,,https://panjiva.com/Evonik-Degussa-Brasil-Ltda/29340224,"",Evonik Degussa Industries,"Kirschenallee, 64293 Darmstadt, Germany",,+49 496 1511801,,https://panjiva.com/Evonik-Degussa-Industries/36709156,"",EVONIK DEGUSSA BRASIL LTDA,39081000,"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 15 PALETAS VESTAMID X7393 BLACK 9.7507 25,1000 PE BAG 2 PALETAS VESTAMID DX 9305 SW (SAC,25KG) IMP -POLYAMIDE 6.12",2.0,17561.0
2017-08-09,"Goods Shipped: 1 X20 St,1 X40 St Container(S) 1,105 Bulk 16452 Unidades Clothes 405 Bultos 9305 Unidades Clothes",Croda Do Brasil Ltda,"Rua Croda - Distrito Industrial, Campinas - SP, Brazil",,+55 19 3765 3500,,https://panjiva.com/Croda-Do-Brasil-Ltda/1954900,Manufacturer,Overseas Argentina Sa,"Piso 3, Suipacha 268, C1008 AAF, Buenos Aires, Argentina",,,,https://panjiva.com/Overseas-Argentina-SA/41813873,"",BWL SHIPPING E LOGISTICA LTDA,00330000,"1X20ST,1X40ST CONTAINER(S) 1,105 BULK 16452 UNIDADES CLOTHES 405 BULTOS  9305 UNIDADES CLOTHES",3.0,7367.0
2017-06-19,HS Code (4-digit): 9305,Multibrax Agenciamento E Transportes Internacionais Ltd.,"Avenida Carlos Gomes, 1610 - Auxiliadora, Porto Alegre - RS, Brazil",,+55 51 3391 5006,,https://panjiva.com/Multibrax-Agenciamento-E-Transportes-Internacionais-Ltd/36372208,Logistics,Sparber Transport Group,"Carrer de Pastora Martos, 39, 08174 Sant Cugat del Vallès, Barcelona, Spain",,,,https://panjiva.com/Sparber-Transport-Group/36060507,Logistics,MULTIBRAX AGENCIAMENTO E TRANSPORTES INTERNACIONAIS LTD,93050000,1 WOODEN PALLET GUARDAMATO,0.11,93.0
2017-02-03,HS Code (4-digit): 9305,Craft Multimodal,"Av. das Nações Unidas, 12551 - 24 ANDAR CJ 2402 - Cidade Monções, São Paulo - SP, 04578-000, Brazil",,,,https://panjiva.com/Craft-Multimodal/39583993,Logistics,Globelink International Freight Forwarding,"Hong Kong Island, Hong Kong",,,,https://panjiva.com/Globelink-International-Freight-Forwarding/44911227,Logistics,CRAFT MULTIMODAL,93050000,1 PLYWOOD PALLET TRAVA DO DESCONECTOR TRANSFERIDOR DE CARGA ESCONECTOR TRAVA DO EMBOLO,0.03,281.0
2017-02-03,HS Code (4-digit): 9305,Craft Multimodal,"Av. das Nações Unidas, 12551 - 24 ANDAR CJ 2402 - Cidade Monções, São Paulo - SP, 04578-000, Brazil",,,,https://panjiva.com/Craft-Multimodal/39583993,Logistics,Globelink International Freight Forwarding,"Hong Kong Island, Hong Kong",,,,https://panjiva.com/Globelink-International-Freight-Forwarding/44911227,Logistics,CRAFT MULTIMODAL,93050000,3 PLYWOOD PALLETS INSERTO DO GUARDA MATO SINTERIZADO 003.0087 DESCONECTOR MIM,0.29,2658.0
2017-01-15,Goods Shipped: Tft Lcd Module 9305 Pcs=44 Plts=777 Ctns,Agility Logistics,"R. Belo Horizonte, 09 - 1106 - Adrianópolis, Manaus - AM, Brazil",,,,https://panjiva.com/Agility-Logistics/41534827,Logistics,Agility Logistics,"Calle Juan Jose Farfan 442, Sullana, Peru",,+51 1 6303499,,https://panjiva.com/Agility-Logistics/36063920,"Manufacturer, Logistics",AGILITY LOGISTICS,85290000,TFT-LCD MODULE 9305 PCS=44 PLTS=777 CTNS,2.0,16218.0
2017-01-05,HS Code (4-digit): 9305,Mega Multimodal Imp. E Exp. Ltda,"Av. São Francisco, 65 - 72 - Centro, Santos - SP, 11013-201, Brazil",,+55 13 3027 4008,,https://panjiva.com/Mega-Multimodal-Imp-E-Exp-Ltda/38691589,"Manufacturer, Trading Company",Simtex International Ltd.,"9 Goodwood Rd, Eastleigh SO50 4NT, UK",,,,https://panjiva.com/Simtex-International-Ltd/42513600,"",MEGA MULTIMODAL IMPORTACAO E EXPORTACAO LTDA,93050000,NAVAL SPARE PARTS,2.0,7120.0
2016-12-09,HS Code (4-digit): 9305,Amtrans International Transport,"Av. Min. Victor Konder, 1030 - Fazenda, Itajaí - SC, 88301-701, Brazil",,,,https://panjiva.com/Amtrans-International-Transport/42209136,Logistics,"Shanghai South Logistics Co., Ltd.","Hong Kong Island, Hong Kong",,,,https://panjiva.com/Shanghai-South-Logistics-Co-Ltd/36066364,Logistics,AMTRANS INTERNATIONAL TRANSPORT,93050000,BARREL ASSEMBLY (CONJUNTO DO CANO) WOOD STOCK (CORONHA DE MADEIRA),1.0,901.0
2016-11-25,HS Code (4-digit): 9305,Craft Multimodal,"Av. das Nações Unidas, 12551 - 24 ANDAR CJ 2402 - Cidade Monções, São Paulo - SP, 04578-000, Brazil",,,,https://panjiva.com/Craft-Multimodal/39583993,Logistics,Globelink International Freight Forwarding,"Hong Kong Island, Hong Kong",,,,https://panjiva.com/Globelink-International-Freight-Forwarding/44911227,Logistics,CRAFT MULTIMODAL,93050000,(1 PLYWOOD PLT) 1. GATILHOS 2. MARTELO,0.08,783.0
2016-10-22,HS Code (4-digit): 9305,H7 Imp. Eireli Me,R EDGAR LINHARES 615 GALPAO 3 NOVA ESPERANCA - BALNEARIO CAMBORIU - SC - 88336210,,,,https://panjiva.com/H7-Imp-Eireli-Me/38241925,Trading Company,Forever Good Hong Kong Ltd.,South Korea,,,,https://panjiva.com/Forever-Good-Hong-Kong-Ltd/36054112,"",CRAFT MULTIMODAL,93050000,50 CARTONS PRESSURE GUNS PARTS,0.07,670.0
2016-09-10,HS Code (4-digit): 9305,Er Amantino Companhia Ltda,"R. F Dala Coleta, 140 - Centro, Veranópolis - RS, 95330-000, Brazil",,,,https://panjiva.com/Er-Amantino-Companhia-Ltda/36020635,"",Globelink International Freight Forwarding,"Hong Kong Island, Hong Kong",,,,https://panjiva.com/Globelink-International-Freight-Forwarding/44911227,Logistics,CRAFT MULTIMODAL,93052000,1 PACKAGE ALUMINUM BLANK TIED 7075-T6,0.02,208.0
2016-08-04,HS Code (4-digit): 9305,Comando Da Marinha,"Av. Brasil, 10500 - Guadalupe, Rio de Janeiro - RJ, 21660-000, Brazil",,,,https://panjiva.com/Comando-Da-Marinha/39584344,"",Sterling Continental Services Ltd.,United Kingdom,,,,https://panjiva.com/Sterling-Continental-Services-Ltd/36080953,"",COMANDO DA MARINHA,93050000,1 CRATE HANDLING & STORAGE SYSTEM (KE) / CDRL 1 CRATE HANDLING & STORAGE SYSTEM (KE) / CDRL 1 CRATE HANDLING & STORAGE SYSTEM (KE) / CDRL,1.85,5081.0
2016-08-04,HS Code (4-digit): 9305,Comando Da Marinha,"Av. Brasil, 10500 - Guadalupe, Rio de Janeiro - RJ, 21660-000, Brazil",,,,https://panjiva.com/Comando-Da-Marinha/39584344,"",Sterling Continental Services Ltd.,United Kingdom,,,,https://panjiva.com/Sterling-Continental-Services-Ltd/36080953,"",COMANDO DA MARINHA,93050000,2 X 40FT FLATRACK 2 FLAT RACK NUMBERS TO LAST,0.0,26304.0
2016-01-21,Goods Shipped: ...Sac/25 Kg)Imp Polyamide 6.12 1 Paleta . 40 Sacos Vestamid Dx 9305 Sw (Sac/25 Kg)Imp Polyamide 6.12 1 Palette . 5 Pieces Vestamid...,Evonik Degussa Brasil Ltda,"Av. Justino de Maio, 365 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07222-000, Brazil",,+55 11 6413 1408,,https://panjiva.com/Evonik-Degussa-Brasil-Ltda/29340224,"",Evonik Degussa Industries,"Kirschenallee, 64293 Darmstadt, Germany",,+49 496 1511801,,https://panjiva.com/Evonik-Degussa-Industries/36709156,"",EVONIK DEGUSSA BRASIL LTDA,39080000,1 PALETA . 40 SACOS VESTAMID L1930 SW 9.7503 POLIAMIDE 12 OBTAINED BY THE POLIMERIZATION OF LAURIL LACTAM 1 PALETA . 40 SACOS VESTAMID LX9002 NATURAL POLIAMIDE 12 OBTAINED BY THE POLIMERIZATION OF LAURIL LACTAM 1 PALETA . 40 SACOS VESTAMID DX 9303 SW (SAC/25KG)IMP POLYAMIDE 6.12 1 PALETA . 40 SACOS VESTAMID DX 9305 SW (SAC/25KG)IMP POLYAMIDE 6.12 1 PALETTE . 5 PIECES VESTAMID LX9013 BLACK 2 PIECES VESTAMID LX9109 BLACK,0.62,4333.0
2015-08-13,Goods Shipped: ...12 Bags For Each Product Lotader4613 Termopolimero Etil.Esteracril.Anid.Mal.Orevac 9305 Polietileno Grafitizado Anidrido Maleico Orevac 9307 Y Polietileno Grafitizado Anidrido Maleico Lotryl 24 Ma02 T...,Ecu Line Ltd.,"Avenida Pacaembu, 1418 - Pacaembú, São Paulo - SP, Brazil",,,,https://panjiva.com/Ecu-Line-Ltd/39583440,"",Ecu Line Ltd.,Slovenia,,,,https://panjiva.com/Ecu-Line-Ltd/36052960,"",ECU LINE LTD,39010000,"6 PE (WOODEN, HEAT TREATED) STC 252 BAGS OF 25 KG NW EACH 12 BAGS FOR EACH PRODUCT LOTADER4613  TERMOPOLIMERO ETIL.ESTERACRIL.ANID.MAL.OREVAC 9305 POLIETILENO GRAFITIZADO ANIDRIDO MALEICO OREVAC 9307Y POLIETILENO GRAFITIZADO ANIDRIDO MALEICO LOTRYL 24MA02T COPOLIMERO DE ETILENO ESTER ACILITO LOTRYL 17BA07TCOPOLIMERODE ETILENO BUTILACRILATO LOTRYL 35BA320T  COPOLIMERO DE ETILENOESTER ACILITO EVATANE 18-150 COPOLIMERO DE ETILENO/ ACETATO DEVINILA EVATANE 28-05 COPOLIMERO DE ETILENO /ACETATO DE VINILAEVATANE 28-40  COPOLIMERO DEETILENO / ACETATODE VINILA EVATANE 28-800COPOLIMERO DE ETILENO /ACETATO DE VINILA OREVAC 9304COPOLIMERO DEETILENO E ACETATO DE VINIL OREVAC9318 COPOLIMEROS ETILENO ACETATO DE VINILA LOTRYL 20MA08T COPOLIMERO DE ETILENO ESTER ACILITO LOTRYL 29MA03T COPOLIMERODE ETILENO ESTERACILITO LOTRYL 35BA40T COPOLIMERO DE ETILENO ESTER ACILITO EVATANE 18-500 COPOLIMERO DE ETILENO/ ACETATO DE VINILA EVATANE 24-03 COPOLIMERO DE ETILENO / ACETATO DE VINILA EVATANE 28-03 COPOLIMERO",0.56,6370.0
2015-07-21,HS Code (4-digit): 9305,Allink Transportes Internacionais L,"Avenida Ibirapuera, 2033 - Indianópolis, São Paulo - SP, 04029-100, Brazil",,,,https://panjiva.com/Allink-Transportes-Internacionais-L/36026415,Logistics,Shipco Transport,Malaysia,,,,https://panjiva.com/Shipco-Transport/36046083,Logistics,ALLINK TRANSPORTES INTERNACIONAIS LTDA,93052900,2PLS ALAVANCA DO FECHO DA SOBREPOSTA GATILHO INTERNO SOBREPOSTA 12 MONOGATILHO GATILHOS MARTELO,0.08,715.0
2015-07-21,HS Code (4-digit): 9305,Er Amantino Companhia Ltda,"R. F Dala Coleta, 140 - Centro, Veranópolis - RS, 95330-000, Brazil",,,,https://panjiva.com/Er-Amantino-Companhia-Ltda/36020635,"",Shipco Transport,Malaysia,,,,https://panjiva.com/Shipco-Transport/36046083,Logistics,ALLINK TRANSPORTES INTERNACIONAIS LTDA,93052000,"ONE 40´ X 8´ X 9´6"" REEFER CON SLAC 2 PALLETS ALUMINUM BLANK TIED 7075-T6",0.06,417.0
2015-06-01,HS Code (4-digit): 9305,World Freight,"Avenida Ipiranga, 104 - República, São Paulo - SP, Brazil",,+55 13 3222 4753,,https://panjiva.com/World-Freight/36020627,Logistics,Kfic Logistics,"Hong Kong Island, Hong Kong",,+852 2574 9588,,https://panjiva.com/Kfic-Logistics/36080046,Logistics,WORLD FREIGHT,93050000,1 PALLET RETENTOR CARRENGADOR 012.0010 TRAVA DO ACION.DO PERC 012.008 GATILHO MIM 012.0009 FERROLHO MIM 012.0027 FERROLHO 0.17 MIM 012.0029,0.24,838.0
